Station Name,LID,Modes of Transports
"Bissen, Innovation Campus","A=1@O=Bissen, Innovation Campus@X=6083225@Y=49786288@U=82@L=160101010@",32
"Reckange/Mersch, Um neie Lehm","A=1@O=Reckange/Mersch, Um neie Lehm@X=6083755@Y=49751231@U=82@L=160907006@",32
"Reckange/Mersch, Beim Bur","A=1@O=Reckange/Mersch, Beim Bur@X=6085167@Y=49752237@U=82@L=160907002@",32
"Colmar-Berg, rue Martzen 2","A=1@O=Colmar-Berg, rue Martzen 2@X=6086389@Y=49816474@U=82@L=160301016@",32
"Colmar-Berg, rue Martzen 1","A=1@O=Colmar-Berg, rue Martzen 1@X=6086767@Y=49818245@U=82@L=160301015@",32
"Bissen, Z.A.C. Klengbousbierg","A=1@O=Bissen, Z.A.C. Klengbousbierg@X=6086839@Y=49788455@U=82@L=160101009@",32
"Colmar-Berg, place Pemmers","A=1@O=Colmar-Berg, place Pemmers@X=6087028@Y=49813634@U=82@L=160301014@",32
"Colmar-Berg, C. Administratif","A=1@O=Colmar-Berg, C. Administratif@X=6091190@Y=49803799@U=82@L=160301001@",32
"Welsdorf, rue des Champs","A=1@O=Welsdorf, rue des Champs@X=6091783@Y=49817337@U=82@L=160302013@",32
"Colmar-Berg, Usines","A=1@O=Colmar-Berg, Usines@X=6091981@Y=49804815@U=82@L=160301007@",32
Rouscht,A=1@O=Rouscht@X=6092924@Y=49786459@U=82@L=160102002@,32
"Ettelbruck, Hall Omnisports","A=1@O=Ettelbruck, Hall Omnisports@X=6093266@Y=49841042@U=82@L=140701006@",32
"Colmar-Berg, Piscine","A=1@O=Colmar-Berg, Piscine@X=6093275@Y=49811521@U=82@L=160301018@",32
"Ettelbruck, CNFPC","A=1@O=Ettelbruck, CNFPC@X=6094605@Y=49839630@U=82@L=140701045@",32
"Colmar-Berg, Faubourg","A=1@O=Colmar-Berg, Faubourg@X=6095208@Y=49805894@U=82@L=160301003@",32
"Schieren, Gare","A=1@O=Schieren, Gare@X=6095226@Y=49829796@U=82@L=141301003@",4
"Schieren, rue de la Gare","A=1@O=Schieren, rue de la Gare@X=6095513@Y=49833068@U=82@L=141301008@",32
"Schieren, Alen Atelier","A=1@O=Schieren, Alen Atelier@X=6095657@Y=49830012@U=82@L=141301009@",32
"Schieren, Porte de Schieren","A=1@O=Schieren, Porte de Schieren@X=6095909@Y=49824583@U=82@L=141301007@",32
"Schieren, Uewerschieren","A=1@O=Schieren, Uewerschieren@X=6096134@Y=49827855@U=82@L=141301005@",32
"Colmar-Berg, Goldbierg","A=1@O=Colmar-Berg, Goldbierg@X=6096233@Y=49810110@U=82@L=160301005@",32
"Schieren, Neie Wee","A=1@O=Schieren, Neie Wee@X=6096313@Y=49828097@U=82@L=141301004@",32
"Colmar-Berg, Centre","A=1@O=Colmar-Berg, Centre@X=6097167@Y=49811917@U=82@L=160301002@",32
"Schieren, Faubourg","A=1@O=Schieren, Faubourg@X=6097491@Y=49833760@U=82@L=141301002@",32
"Schieren, Vali's Plaz","A=1@O=Schieren, Vali's Plaz@X=6097617@Y=49832996@U=82@L=141301006@",32
"Mersch, Reckenerstrooss","A=1@O=Mersch, Reckenerstrooss@X=6097770@Y=49751869@U=82@L=160904004@",32
"Colmar-Berg, rue d'Ettelbruck","A=1@O=Colmar-Berg, rue d'Ettelbruck@X=6097887@Y=49812870@U=82@L=160301011@",32
"Colmar-Berg, rue de l'Alzette","A=1@O=Colmar-Berg, rue de l'Alzette@X=6097914@Y=49812726@U=82@L=160301020@",32
"Ettelbruck, H.v.Landewyck","A=1@O=Ettelbruck, H.v.Landewyck@X=6097949@Y=49839702@U=82@L=140701018@",32
"Ettelbruck, Cité Thill","A=1@O=Ettelbruck, Cité Thill@X=6098066@Y=49840143@U=82@L=140701010@",32
"Colmar-Berg, Raedelsboesch","A=1@O=Colmar-Berg, Raedelsboesch@X=6098093@Y=49796689@U=82@L=160301006@",32
"Roost (Bissen), Mold Plant","A=1@O=Roost (Bissen), Mold Plant@X=6098803@Y=49794064@U=82@L=160102001@",32
"Mersch, Mierscherbierg","A=1@O=Mersch, Mierscherbierg@X=6099594@Y=49755608@U=82@L=160904008@",32
"Colmar-Berg, Gare","A=1@O=Colmar-Berg, Gare@X=6101069@Y=49815018@U=82@L=160301004@",4
"Schieren, Centre sportif","A=1@O=Schieren, Centre sportif@X=6101554@Y=49830174@U=82@L=141301001@",32
"Colmar-Berg, Z.I. Rond-Point","A=1@O=Colmar-Berg, Z.I. Rond-Point@X=6102093@Y=49805804@U=82@L=160301017@",32
"Mersch, Beim Klouschter","A=1@O=Mersch, Beim Klouschter@X=6102983@Y=49753370@U=82@L=160904009@",32
"Colmar-Berg, Z.I. Jean Piret","A=1@O=Colmar-Berg, Z.I. Jean Piret@X=6103172@Y=49804051@U=82@L=160301009@",32
"Mersch, Stäereplaz","A=1@O=Mersch, Stäereplaz@X=6106193@Y=49750673@U=82@L=160904005@",32
"Pettingen, Beim Schlass","A=1@O=Pettingen, Beim Schlass@X=6107289@Y=49770440@U=82@L=160906002@",32
"Mersch, Gare routière","A=1@O=Mersch, Gare routière@X=6110112@Y=49753055@U=82@L=160904001@",32
"Pettingen, Barriär","A=1@O=Pettingen, Barriär@X=6110256@Y=49768661@U=82@L=160906001@",32
"Mersch, Gare","A=1@O=Mersch, Gare@X=6110301@Y=49751842@U=82@L=160904011@",6
"Mersch, Lycée Ermesinde","A=1@O=Mersch, Lycée Ermesinde@X=6111307@Y=49755159@U=82@L=160904007@",32
"Mersch, Lohr","A=1@O=Mersch, Lohr@X=6113159@Y=49749253@U=82@L=160904014@",32
"Rollingen, Fielserstrooss","A=1@O=Rollingen, Fielserstrooss@X=6113195@Y=49748255@U=82@L=160902002@",32
"Cruchten, Zaneschhaff","A=1@O=Cruchten, Zaneschhaff@X=6114238@Y=49803979@U=82@L=161001006@",32
"Beringen, Wäschbur","A=1@O=Beringen, Wäschbur@X=6114669@Y=49758260@U=82@L=160901001@",32
"Moesdorf, Kiirch","A=1@O=Moesdorf, Kiirch@X=6114885@Y=49768661@U=82@L=160905001@",32
Essen,A=1@O=Essen@X=6116431@Y=49778063@U=82@L=160910002@,32
"Cruchten, Gare","A=1@O=Cruchten, Gare@X=6120108@Y=49796284@U=82@L=161001008@",4
"Cruchten, Schlaederhaff","A=1@O=Cruchten, Schlaederhaff@X=6123047@Y=49803098@U=82@L=161001007@",32
"Cruchten, Schléf","A=1@O=Cruchten, Schléf@X=6124081@Y=49796995@U=82@L=161001005@",32
"Cruchten, Haaptstrooss","A=1@O=Cruchten, Haaptstrooss@X=6129241@Y=49798954@U=82@L=161001002@",32
"Cruchten, Neistrooss","A=1@O=Cruchten, Neistrooss@X=6130149@Y=49798990@U=82@L=161001004@",32
"Bourscheid, An der Schlënner","A=1@O=Bourscheid, An der Schlënner@X=6070469@Y=49932129@U=82@L=140301004@",32
"Ettelbruck, Cité Lopert 1","A=1@O=Ettelbruck, Cité Lopert 1@X=6072456@Y=49850274@U=82@L=140701008@",32
"Ettelbruck, Rue Abbe Joseph Flies","A=1@O=Ettelbruck, Rue Abbe Joseph Flies@X=6076384@Y=49851649@U=82@L=140701027@",32
"Ettelbruck, rue M. Rodange 39","A=1@O=Ettelbruck, rue M. Rodange 39@X=6076771@Y=49850903@U=82@L=140701042@",32
"Bourscheid, Beim Schlass","A=1@O=Bourscheid, Beim Schlass@X=6077661@Y=49906034@U=82@L=140301005@",32
"Burden, Beim Fëschweier","A=1@O=Burden, Beim Fëschweier@X=6078766@Y=49878032@U=82@L=140601001@",32
"Ettelbruck, rue M. Rodange","A=1@O=Ettelbruck, rue M. Rodange@X=6079800@Y=49850561@U=82@L=140701044@",32
"Ettelbruck, Camping","A=1@O=Ettelbruck, Camping@X=6081985@Y=49845869@U=82@L=140701046@",32
"Warken, Cité Waarkdall 6","A=1@O=Warken, Cité Waarkdall 6@X=6083234@Y=49860683@U=82@L=140702007@",32
"Ettelbruck, Cité Patton 1","A=1@O=Ettelbruck, Cité Patton 1@X=6083800@Y=49848781@U=82@L=140701009@",32
"Warken, Rue de Welscheid","A=1@O=Warken, Rue de Welscheid@X=6084007@Y=49859631@U=82@L=140702008@",32
"Lipperscheid, Ale Kiirfecht","A=1@O=Lipperscheid, Ale Kiirfecht@X=6084807@Y=49917998@U=82@L=140306001@",32
"Warken, Cité Waarkdall","A=1@O=Warken, Cité Waarkdall@X=6085634@Y=49860351@U=82@L=140702004@",32
"Ettelbruck, Rue Ph.Manternach","A=1@O=Ettelbruck, Rue Ph.Manternach@X=6085832@Y=49850202@U=82@L=140701037@",32
"Ettelbruck, Rue J.A. Zinnen 20","A=1@O=Ettelbruck, Rue J.A. Zinnen 20@X=6086353@Y=49849177@U=82@L=140701033@",32
"Ettelbruck, rue Eugène Simon","A=1@O=Ettelbruck, rue Eugène Simon@X=6086983@Y=49844449@U=82@L=140701036@",32
"Warken, LTEtt (Annexe)","A=1@O=Warken, LTEtt (Annexe)@X=6087144@Y=49857708@U=82@L=140702005@",32
"Ettelbruck, Rue du Camping 53","A=1@O=Ettelbruck, Rue du Camping 53@X=6087180@Y=49846966@U=82@L=140701047@",32
"Warken, Cité Bourschterbach","A=1@O=Warken, Cité Bourschterbach@X=6087189@Y=49860701@U=82@L=140702010@",32
"Michelau, Bei Schreiwesch","A=1@O=Michelau, Bei Schreiwesch@X=6088187@Y=49899427@U=82@L=140307005@",32
"Warken, Centre d'Education Diff.","A=1@O=Warken, Centre d'Education Diff.@X=6088493@Y=49857753@U=82@L=140702001@",32
"Bourscheid, Op der Millen","A=1@O=Bourscheid, Op der Millen@X=6089005@Y=49914025@U=82@L=140301003@",32
"Ettelbruck, rue Pierre Kraus","A=1@O=Ettelbruck, rue Pierre Kraus@X=6089023@Y=49845078@U=82@L=140701035@",32
"Warken, Rue Bourschterbach","A=1@O=Warken, Rue Bourschterbach@X=6089554@Y=49858436@U=82@L=140702011@",32
"Ettelbruck, rue de Bastogne 132","A=1@O=Ettelbruck, rue de Bastogne 132@X=6089967@Y=49847847@U=82@L=140701049@",32
"Ettelbruck, Grondwee","A=1@O=Ettelbruck, Grondwee@X=6090030@Y=49847694@U=82@L=140701017@",32
"Michelau, Kiirch","A=1@O=Michelau, Kiirch@X=6091019@Y=49897413@U=82@L=140307002@",32
"Burden, Haaptstrooss","A=1@O=Burden, Haaptstrooss@X=6091199@Y=49881988@U=82@L=140601002@",32
"Ettelbruck, Rue du Camping 17","A=1@O=Ettelbruck, Rue du Camping 17@X=6091315@Y=49847181@U=82@L=140701048@",32
"Warken, Chapelle","A=1@O=Warken, Chapelle@X=6091315@Y=49855209@U=82@L=140702009@",32
"Michelau, Gare routière","A=1@O=Michelau, Gare routière@X=6091324@Y=49897036@U=82@L=140307006@",32
"Ettelbruck, Rue J.A. Zinnen","A=1@O=Ettelbruck, Rue J.A. Zinnen@X=6092035@Y=49848997@U=82@L=140701032@",32
"Michelau, Gare","A=1@O=Michelau, Gare@X=6092097@Y=49896649@U=82@L=140307001@",6
"Warken, Café Kaell","A=1@O=Warken, Café Kaell@X=6092385@Y=49854786@U=82@L=140702002@",32
"Warken, Rue de Burden","A=1@O=Warken, Rue de Burden@X=6092583@Y=49857780@U=82@L=140702003@",32
"Michelau, Op der Sauer","A=1@O=Michelau, Op der Sauer@X=6092745@Y=49894878@U=82@L=140307003@",32
"Lipperscheid, Beim Leweck","A=1@O=Lipperscheid, Beim Leweck@X=6093275@Y=49922826@U=82@L=140306002@",32
"Ettelbruck, Um Boeschel","A=1@O=Ettelbruck, Um Boeschel@X=6093617@Y=49846085@U=82@L=140701003@",32
"Ettelbruck, Centre Hospitalier du Nord","A=1@O=Ettelbruck, Centre Hospitalier du Nord@X=6094075@Y=49853096@U=82@L=140701020@",32
"Ettelbruck, Rue de Bastogne","A=1@O=Ettelbruck, Rue de Bastogne@X=6094102@Y=49847118@U=82@L=140701030@",32
"Ettelbruck, Hall Deich","A=1@O=Ettelbruck, Hall Deich@X=6094911@Y=49844503@U=82@L=140701019@",32
"Michelau, Willspull","A=1@O=Michelau, Willspull@X=6095136@Y=49888001@U=82@L=140307004@",32
"Ettelbruck, Place du Marché","A=1@O=Ettelbruck, Place du Marché@X=6096412@Y=49845932@U=82@L=140701025@",32
"Ettelbruck, Rue du Deich (CHNP)","A=1@O=Ettelbruck, Rue du Deich (CHNP)@X=6096412@Y=49843801@U=82@L=140701031@",32
"Burden, Beim Bur","A=1@O=Burden, Beim Bur@X=6096790@Y=49882006@U=82@L=140601003@",32
"Ettelbruck, Apdikt Petry","A=1@O=Ettelbruck, Apdikt Petry@X=6098480@Y=49845941@U=82@L=140701034@",32
"Ettelbruck, Rond Point","A=1@O=Ettelbruck, Rond Point@X=6098723@Y=49843622@U=82@L=140701026@",32
"Ettelbruck, Ecole Primaire","A=1@O=Ettelbruck, Ecole Primaire@X=6098956@Y=49845887@U=82@L=140701015@",32
"Ettelbruck, L.T.Salentiny","A=1@O=Ettelbruck, L.T.Salentiny@X=6099181@Y=49850274@U=82@L=140701021@",32
"Ettelbruck, LTEtt Gare routière","A=1@O=Ettelbruck, LTEtt Gare routière@X=6099738@Y=49850238@U=82@L=140701023@",32
"Ettelbruck, Avenue Lucien Salentiny","A=1@O=Ettelbruck, Avenue Lucien Salentiny@X=6100853@Y=49849114@U=82@L=140701050@",32
"Ettelbruck, Poste","A=1@O=Ettelbruck, Poste@X=6102669@Y=49847802@U=82@L=140701024@",32
"Ettelbruck, Anc. Clinique","A=1@O=Ettelbruck, Anc. Clinique@X=6103280@Y=49847856@U=82@L=140701001@",32
"Gralingen, Am Bréill","A=1@O=Gralingen, Am Bréill@X=6104835@Y=49935159@U=82@L=130102001@",32
"Ettelbruck, Prince Henri","A=1@O=Ettelbruck, Prince Henri@X=6105716@Y=49847424@U=82@L=140701052@",32
"Ettelbruck, Gare routière","A=1@O=Ettelbruck, Gare routière@X=6106130@Y=49847235@U=82@L=140701053@",32
"Ettelbruck, J-F Kennedy","A=1@O=Ettelbruck, J-F Kennedy@X=6106229@Y=49849042@U=82@L=140701051@",32
"Ettelbruck, Gare","A=1@O=Ettelbruck, Gare@X=6107721@Y=49847972@U=82@L=140701022@",6
"Flebour, Op der Fléiber","A=1@O=Flebour, Op der Fléiber@X=6109222@Y=49908272@U=82@L=140303002@",32
"Ettelbruck, Patton","A=1@O=Ettelbruck, Patton@X=6109995@Y=49850561@U=82@L=140701029@",32
"Erpeldange-sur-Sûre, Beim Schlass","A=1@O=Erpeldange-sur-Sûre, Beim Schlass@X=6112602@Y=49859748@U=82@L=140602007@",32
"Erpeldange-sur-Sûre, Bei der Kierch","A=1@O=Erpeldange-sur-Sûre, Bei der Kierch@X=6112827@Y=49861744@U=82@L=140602005@",32
"Erpeldange-sur-Sûre, An der Gewan","A=1@O=Erpeldange-sur-Sûre, An der Gewan@X=6112854@Y=49858391@U=82@L=140602001@",32
"Erpeldange-sur-Sûre, Beim Hôtel","A=1@O=Erpeldange-sur-Sûre, Beim Hôtel@X=6113393@Y=49865888@U=82@L=140602004@",32
"Erpeldange-sur-Sûre, Bei der Schoul","A=1@O=Erpeldange-sur-Sûre, Bei der Schoul@X=6114606@Y=49861214@U=82@L=140602003@",32
"Erpeldange-sur-Sûre, Beim Dreieck","A=1@O=Erpeldange-sur-Sûre, Beim Dreieck@X=6114930@Y=49852629@U=82@L=140602002@",32
"Erpeldange-sur-Sûre, Um Dreieck","A=1@O=Erpeldange-sur-Sûre, Um Dreieck@X=6115029@Y=49850804@U=82@L=140602008@",32
"Erpeldange-sur-Sûre, Laduno","A=1@O=Erpeldange-sur-Sûre, Laduno@X=6117726@Y=49852934@U=82@L=140602006@",32
"Brandenbourg, Terminus","A=1@O=Brandenbourg, Terminus@X=6121384@Y=49913962@U=82@L=130203004@",32
"Closdelt, Closdelt","A=1@O=Closdelt, Closdelt@X=6121465@Y=49903031@U=82@L=140311001@",32
"Ingeldorf, Cactus","A=1@O=Ingeldorf, Cactus@X=6127119@Y=49851442@U=82@L=140603006@",32
"Erpeldange-sur-Sûre, Heemricht","A=1@O=Erpeldange-sur-Sûre, Heemricht@X=6127704@Y=49869600@U=82@L=140602011@",32
"Ingeldorf, Kiirchplaz","A=1@O=Ingeldorf, Kiirchplaz@X=6127731@Y=49848674@U=82@L=140603004@",32
"Landscheid, Kiirch","A=1@O=Landscheid, Kiirch@X=6128396@Y=49924075@U=82@L=130205001@",32
"Diekirch, Selzesland","A=1@O=Diekirch, Selzesland@X=6131299@Y=49871326@U=82@L=140401019@",32
"Ingeldorf, Café de la Station","A=1@O=Ingeldorf, Café de la Station@X=6131371@Y=49853411@U=82@L=140603002@",32
"Diekirch, Hannert der Seitert","A=1@O=Diekirch, Hannert der Seitert@X=6133816@Y=49874724@U=82@L=140401020@",32
"Ingeldorf, Bei der Bréck","A=1@O=Ingeldorf, Bei der Bréck@X=6133951@Y=49851442@U=82@L=140603001@",32
"Diekirch, Friedhaff","A=1@O=Diekirch, Friedhaff@X=6135057@Y=49890869@U=82@L=140401022@",32
"Diekirch, Fitness","A=1@O=Diekirch, Fitness@X=6135183@Y=49877178@U=82@L=140401021@",32
"Holzthum, Op der Hoecht","A=1@O=Holzthum, Op der Hoecht@X=6070622@Y=49983314@U=82@L=110402001@",32
"Holzthum, Bei der Kierch","A=1@O=Holzthum, Bei der Kierch@X=6073256@Y=49984725@U=82@L=110402002@",32
"Holzthum, Kiirfecht","A=1@O=Holzthum, Kiirfecht@X=6076276@Y=49986883@U=82@L=110402003@",32
"Hoscheid, Kräizgaass","A=1@O=Hoscheid, Kräizgaass@X=6080465@Y=49945874@U=82@L=110412002@",32
"Hoscheid, Braaken","A=1@O=Hoscheid, Braaken@X=6081095@Y=49950144@U=82@L=110412001@",32
"Holzthum, Ferme Theves","A=1@O=Holzthum, Ferme Theves@X=6084196@Y=49990946@U=82@L=110402004@",32
"Hoscheid, Markenbach","A=1@O=Hoscheid, Markenbach@X=6084205@Y=49938431@U=82@L=110412003@",32
"Hosingen, ZAER","A=1@O=Hosingen, ZAER@X=6086929@Y=50004547@U=82@L=110403003@",32
"Schinker, Um Rank","A=1@O=Schinker, Um Rank@X=6087549@Y=49991530@U=82@L=110203002@",32
Ennert Schinker,A=1@O=Ennert Schinker@X=6088250@Y=49988645@U=82@L=110203001@,32
Um Schinker,A=1@O=Um Schinker@X=6088592@Y=49992025@U=82@L=110203003@,32
"Hoscheid-Dickt, Um Pëtz","A=1@O=Hoscheid-Dickt, Um Pëtz@X=6089383@Y=49970010@U=82@L=110413001@",32
"Hoscheid-Dickt, Um Wald","A=1@O=Hoscheid-Dickt, Um Wald@X=6090713@Y=49976788@U=82@L=110413002@",32
"Hosingen, Eesberwee","A=1@O=Hosingen, Eesberwee@X=6090722@Y=50012736@U=82@L=110403001@",32
"Hosingen, Bei der Kierch","A=1@O=Hosingen, Bei der Kierch@X=6091810@Y=50016143@U=82@L=110403005@",32
"Hosingen, Bayrischt","A=1@O=Hosingen, Bayrischt@X=6091990@Y=50019397@U=82@L=110403006@",32
"Hosingen, Ewescht Duerf","A=1@O=Hosingen, Ewescht Duerf@X=6092053@Y=50017069@U=82@L=110403002@",32
"Hosingen, Forum pour l'Emploi","A=1@O=Hosingen, Forum pour l'Emploi@X=6092053@Y=50007324@U=82@L=110403007@",32
"Hosingen, Parc Housen","A=1@O=Hosingen, Parc Housen@X=6097239@Y=49993283@U=82@L=110403004@",32
"Gralingen, Bei der Schull","A=1@O=Gralingen, Bei der Schull@X=6099846@Y=49936435@U=82@L=130102002@",32
"Merscheid (Putscheid), Hennischtgaass","A=1@O=Merscheid (Putscheid), Hennischtgaass@X=6105357@Y=49953641@U=82@L=130103001@",32
"Merscheid (Putscheid), Kierch","A=1@O=Merscheid (Putscheid), Kierch@X=6105662@Y=49954315@U=82@L=130103002@",32
"Wahlhausen, Jouseps","A=1@O=Wahlhausen, Jouseps@X=6108620@Y=49985930@U=82@L=110409003@",32
"Wahlhausen, Burebierg","A=1@O=Wahlhausen, Burebierg@X=6117995@Y=49982478@U=82@L=110409005@",32
"Wahlhausen, Akescht","A=1@O=Wahlhausen, Akescht@X=6120369@Y=49977777@U=82@L=110409001@",32
"Wahlhausen, Kiirch","A=1@O=Wahlhausen, Kiirch@X=6123883@Y=49982433@U=82@L=110409006@",32
"Weiler (Putscheid), Gemengebau","A=1@O=Weiler (Putscheid), Gemengebau@X=6124558@Y=49962046@U=82@L=130107003@",32
"Nachtmanderscheid, Bei Klossen","A=1@O=Nachtmanderscheid, Bei Klossen@X=6129556@Y=49948157@U=82@L=130104001@",32
"Putscheid, Bei der Gemeng","A=1@O=Putscheid, Bei der Gemeng@X=6131335@Y=49963906@U=82@L=130105001@",32
"Weimerskirch, Duerf","A=1@O=Weimerskirch, Duerf@X=6136064@Y=49628375@U=82@L=200426005@",32
"Bonnevoie, Leschte Steiwer / Dernier Sol","A=1@O=Bonnevoie, Leschte Steiwer / Dernier Sol@X=6136333@Y=49594297@U=82@L=200404009@",256
"Howald, Moureschanz","A=1@O=Howald, Moureschanz@X=6136387@Y=49583231@U=82@L=200304006@",32
"Howald, Scillas","A=1@O=Howald, Scillas@X=6136540@Y=49583141@U=82@L=200304021@",256
"Luxembourg, Gare Rocade","A=1@O=Luxembourg, Gare Rocade@X=6136657@Y=49600517@U=82@L=200405046@",32
"Kirchberg, Rout Bréck - Pafendall (Tram)","A=1@O=Kirchberg, Rout Bréck - Pafendall (Tram)@X=6136684@Y=49618694@U=82@L=200417058@",256
"prov. Howald, Op der Stirzel","A=1@O=prov. Howald, Op der Stirzel@X=6136738@Y=49577109@U=82@L=200304022@",32
"Verlorenkost, Al Molkerei","A=1@O=Verlorenkost, Al Molkerei@X=6136864@Y=49605533@U=82@L=200404001@",32
"Dommeldange, Gare","A=1@O=Dommeldange, Gare@X=6136891@Y=49633831@U=82@L=200409015@",4
"Weimerskirch, Pierre-Eloi Schoué","A=1@O=Weimerskirch, Pierre-Eloi Schoué@X=6136936@Y=49626460@U=82@L=200426009@",32
"Dommeldange, Gare routière","A=1@O=Dommeldange, Gare routière@X=6137008@Y=49633337@U=82@L=200409008@",32
"Bonnevoie, Huese Vic","A=1@O=Bonnevoie, Huese Vic@X=6137097@Y=49603718@U=82@L=200404017@",32
"Dommeldange, Uelzechtlycée","A=1@O=Dommeldange, Uelzechtlycée@X=6137115@Y=49637103@U=82@L=200409013@",32
"Bonnevoie, Rotonde","A=1@O=Bonnevoie, Rotonde@X=6137295@Y=49599511@U=82@L=200404034@",32
"Howald, Peternelchen","A=1@O=Howald, Peternelchen@X=6137565@Y=49577433@U=82@L=200304009@",32
"Dommeldange, Chingiz Aitmatov","A=1@O=Dommeldange, Chingiz Aitmatov@X=6137637@Y=49639243@U=82@L=200409014@",32
"Bonnevoie, Dernier Sol","A=1@O=Bonnevoie, Dernier Sol@X=6137790@Y=49594450@U=82@L=200404008@",32
"Bonnevoie, Léon XIII","A=1@O=Bonnevoie, Léon XIII@X=6137844@Y=49596994@U=82@L=200404026@",32
"Dommeldange, Barriär","A=1@O=Dommeldange, Barriär@X=6137880@Y=49633211@U=82@L=200409016@",32
"Weimerskirch, Tommys Bruch","A=1@O=Weimerskirch, Tommys Bruch@X=6138059@Y=49631584@U=82@L=200426011@",32
"Dommeldange, Château","A=1@O=Dommeldange, Château@X=6138626@Y=49634694@U=82@L=200409003@",32
"Bonnevoie, Lycée Bouneweg (Tram)","A=1@O=Bonnevoie, Lycée Bouneweg (Tram)@X=6138698@Y=49590324@U=82@L=200404031@",256
"Weimerskirch, St.Vith","A=1@O=Weimerskirch, St.Vith@X=6138823@Y=49626155@U=82@L=200426010@",32
"Howald, 9 Mai 1944","A=1@O=Howald, 9 Mai 1944@X=6138940@Y=49585119@U=82@L=200304015@",32
"Bonnevoie, Hippodrome","A=1@O=Bonnevoie, Hippodrome@X=6139057@Y=49593317@U=82@L=200404016@",32
"Clausen, Rumm","A=1@O=Clausen, Rumm@X=6139174@Y=49610774@U=82@L=200408006@",32
"Weimerskirch, Mäertesbuer","A=1@O=Weimerskirch, Mäertesbuer@X=6139228@Y=49627952@U=82@L=200426008@",32
"Kirchberg, B.E.I.","A=1@O=Kirchberg, B.E.I.@X=6139399@Y=49620896@U=82@L=200417007@",32
"Bonnevoie, Virchow","A=1@O=Bonnevoie, Virchow@X=6139426@Y=49601722@U=82@L=200404036@",32
"Dommeldange, Sidney Thomas","A=1@O=Dommeldange, Sidney Thomas@X=6139489@Y=49634470@U=82@L=200409012@",32
"Bonnevoie, Lycée Bouneweg PE","A=1@O=Bonnevoie, Lycée Bouneweg PE@X=6139516@Y=49590665@U=82@L=200404032@",32
"Dommeldange, Contournement","A=1@O=Dommeldange, Contournement@X=6139668@Y=49633040@U=82@L=200409005@",32
"Clausen, Plateau Altmunster","A=1@O=Clausen, Plateau Altmunster@X=6139857@Y=49612752@U=82@L=200408005@",32
"Kirchberg, Prince Félix","A=1@O=Kirchberg, Prince Félix@X=6139974@Y=49625229@U=82@L=200417001@",32
"Bonnevoie, Fraternité","A=1@O=Bonnevoie, Fraternité@X=6140055@Y=49599169@U=82@L=200404013@",32
"Verlorenkost, Lavoisier","A=1@O=Verlorenkost, Lavoisier@X=6140891@Y=49605219@U=82@L=200404025@",32
"Cents, Dinselpuert","A=1@O=Cents, Dinselpuert@X=6140891@Y=49610747@U=82@L=200406006@",32
"Bonnevoie, Willibrord","A=1@O=Bonnevoie, Willibrord@X=6140900@Y=49593856@U=82@L=200404037@",32
"Clausen, Ste Cunégonde","A=1@O=Clausen, Ste Cunégonde@X=6141277@Y=49614334@U=82@L=200408007@",32
"Clausen, Melusina","A=1@O=Clausen, Melusina@X=6141394@Y=49611376@U=82@L=200408004@",32
"Kirchberg, Philharmonie / Mudam (Bus)","A=1@O=Kirchberg, Philharmonie / Mudam (Bus)@X=6141394@Y=49619925@U=82@L=200417061@",32
"Bonnevoie, Vannérus","A=1@O=Bonnevoie, Vannérus@X=6141529@Y=49597479@U=82@L=200404035@",32
"Dommeldange, Jean Engling","A=1@O=Dommeldange, Jean Engling@X=6141556@Y=49638227@U=82@L=200409009@",32
"Bonnevoie, Lycée Technique de Bonnevoie/Quais","A=1@O=Bonnevoie, Lycée Technique de Bonnevoie/Quais@X=6141664@Y=49591169@U=82@L=200404027@",32
"Weimerskirch, Biechelchen","A=1@O=Weimerskirch, Biechelchen@X=6141754@Y=49633571@U=82@L=200426004@",32
"Kirchberg, Philharmonie / Mudam (Tram)","A=1@O=Kirchberg, Philharmonie / Mudam (Tram)@X=6142024@Y=49619485@U=82@L=200417031@",256
"Verlorenkost, Général Patton","A=1@O=Verlorenkost, Général Patton@X=6142194@Y=49607781@U=82@L=200404030@",32
"Howald, Bei der Kierch","A=1@O=Howald, Bei der Kierch@X=6142329@Y=49583249@U=82@L=200304002@",32
"Clausen, Tour Jacob","A=1@O=Clausen, Tour Jacob@X=6142545@Y=49611781@U=82@L=200408008@",32
"Bonnevoie, Gabriel Lippmann","A=1@O=Bonnevoie, Gabriel Lippmann@X=6142599@Y=49599088@U=82@L=200404014@",32
"Cents, Kéibierg-I.N.S.","A=1@O=Cents, Kéibierg-I.N.S.@X=6143219@Y=49611161@U=82@L=200406011@",32
"Kirchberg, Paul Noesen","A=1@O=Kirchberg, Paul Noesen@X=6143255@Y=49627287@U=82@L=200417030@",32
"Bonnevoie, Demy Schlechter","A=1@O=Bonnevoie, Demy Schlechter@X=6143399@Y=49594998@U=82@L=200404007@",32
"Clausen, Clausener Bréck","A=1@O=Clausen, Clausener Bréck@X=6143417@Y=49613480@U=82@L=200408001@",32
"Dommeldange, Van der Meulen","A=1@O=Dommeldange, Van der Meulen@X=6143705@Y=49636294@U=82@L=200409011@",32
